name,address,lat,lon,rating,ratings_count,reviews_count,description,rubrics,schedule,category
"Talgar glamping, база отдыха","улица Алматы, 24",43.291172,77.311171,4.5,118,43,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}}",глэмпинг
"Taipa Tam, база отдыха","129-1 учетный квартал, 2729",43.309736,77.291106,5,42,25,,"Базы отдыха, Бани и сауны, Кемпинги, Аренда беседок","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",глэмпинг
"Этно-ауыл Алатау, зона отдыха","Момышулы улица, 10г",43.250812,77.073874,5,38,24,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}}",глэмпинг
"Дархан Тау, зона отдыха","СТ Медик территория, 37а",43.185192,76.954994,5,56,45,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '08:00', 'to': '23:00'}]}, 'Mon': {'working_hours': [{'from': '08:00', 'to': '23:00'}]}, 'Sat': {'working_hours': [{'from': '08:00', 'to': '23:00'}]}, 'Sun': {'working_hours': [{'from': '08:00', 'to': '23:00'}]}, 'Thu': {'working_hours': [{'from': '08:00', 'to': '23:00'}]}, 'Tue': {'working_hours': [{'from': '08:00', 'to': '23:00'}]}, 'Wed': {'working_hours': [{'from': '08:00', 'to': '23:00'}]}}",глэмпинг
"Kok Tobe Village, гостевой дом","СТ Вентиляционник территория, 124",43.219195,76.980434,5,182,119,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",глэмпинг
"Bv.House, компания по аренде барнхаусов","улица Бейсекбаева, 1065а",43.233617,77.099504,4.8,51,23,,"Базы отдыха, Конные клубы","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",глэмпинг
"Викинг, база отдыха","улица Коринская, 1а/1",44.931825,78.884661,4.8,25,6,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",глэмпинг
"Тау самалы, зона отдыха","улица Логовая, 1а/1",43.352799,77.48021,4.7,70,18,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}}",глэмпинг
"BubbleGumView, база отдыха","улица Момышулы, 100а",43.280061,77.181983,4.6,187,147,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",глэмпинг
"Non Solo Pizza, база отдыха","Лунная улица, 2",43.31886,77.283129,5,46,29,,"Базы отдыха, Кулинарные курсы","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'comment': 'по предварительной записи', 'is_24x7': True}",глэмпинг
"Тау-Дастархан, гостинично-ресторанный комплекс для отдыха в горах","улица Алма-Арасан Ущелье, 1/3",43.118334,76.913171,4.3,3416,1102,,"Базы отдыха, Бани и сауны, Бассейны, Гостиницы, Верёвочные парки","{'Fri': {'working_hours': [{'from': '10:00', 'to': '23:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '23:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '23:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '23:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '23:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '23:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '23:00'}]}}",турбаза
"Eco Park Tour, база отдыха","трасса Алматы-Кольжат, 96",43.632446,80.045355,2.8,1838,1083,,"Организация активных туров, Турагентства внутреннего туризма, Термальные комплексы, Базы отдыха, Термальные процедуры / источники","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"All Seasons Chundzha, горячие источники","трасса Алматы-Кольжат, 48",43.629308,80.014204,4.4,1075,508,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Four Seasons, горячие источники","Кольджатская трасса, 105 км",43.651879,80.155334,4.6,1008,510,,"Базы отдыха, Термальные процедуры / источники","{'Fri': {'working_hours': [{'from': '00:00', 'to': '03:00'}, {'from': '07:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '03:00'}, {'from': '07:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '03:00'}, {'from': '07:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '03:00'}, {'from': '07:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '03:00'}, {'from': '07:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '03:00'}, {'from': '07:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '03:00'}, {'from': '07:00', 'to': '24:00'}]}}",турбаза
Рыбацкая усадьба,"улица Водохранилище, 32",43.44569,76.713834,4.2,1536,940,,"Рыболовные центры, Товары для рыбалки, Бани и сауны, Аренда беседок, Базы отдыха, Гостиницы","{'Fri': {'working_hours': [{'from': '07:00', 'to': '23:00'}]}, 'Mon': {'working_hours': [{'from': '07:00', 'to': '23:00'}]}, 'Sat': {'working_hours': [{'from': '07:00', 'to': '23:00'}]}, 'Sun': {'working_hours': [{'from': '07:00', 'to': '23:00'}]}, 'Thu': {'working_hours': [{'from': '07:00', 'to': '23:00'}]}, 'Tue': {'working_hours': [{'from': '07:00', 'to': '23:00'}]}, 'Wed': {'working_hours': [{'from': '07:00', 'to': '23:00'}]}}",турбаза
"Деревушка, база отдыха","Карадалинский тракт, 1Б",43.637326,80.054974,4.5,502,263,,"Базы отдыха, Термальные процедуры / источники","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'comment': 'администрация: пн-вс 9:00-21:00', 'is_24x7': True}",турбаза
"Жемчужина, зона отдыха","трасса Алматы-Кольжат, 48а",43.630926,80.012478,4.5,717,372,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'comment': 'по предварительной записи', 'is_24x7': True}",турбаза
"Sakura, горячие источники","Карадалинский тракт, 101",43.641385,80.099001,4.7,1028,502,,"Базы отдыха, Термальные процедуры / источники","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Alma park, горячие источники","Карадалинский тракт, 58",43.643675,80.102849,4.8,1394,1031,,"Базы отдыха, Термальные процедуры / источники","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Ulan Hot Spring Resort, база отдыха","трасса Алматы-Кольжат, 2Б",43.636942,80.054257,4.5,604,314,,"Базы отдыха, Бани и сауны, SPA-процедуры, Бильярдные залы, Массажист","{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}}",турбаза
"Prestige, горячие источники","Карадалинский тракт, 51",43.643232,80.101553,4.5,618,374,,"Базы отдыха, Термальные процедуры / источники","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Восемь озёр, центр отдыха","улица Мустафина, 1а/1",43.507068,77.156256,3.9,4216,1822,,"Базы отдыха, Бани и сауны","{'Fri': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}}",турбаза
"Aqua Grand, горячие источники","Карадалинский тракт, 57/1",43.648466,80.115713,4.2,409,184,,"Базы отдыха, Термальные процедуры / источники","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Home Club, природно-развлекательный парк","улица Темирбекова, 1а",43.152904,76.569829,4.4,1394,366,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Tau-Asu, база отдыха","улица Кунаева, 1/1",43.281105,77.178103,4.8,1714,508,,"Конные клубы, Аренда беседок, Базы отдыха, Тюбинговые трассы, Бассейны, Тимбилдинг","{'Fri': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}}",турбаза
"Farm House, развлекательный комплекс","улица Аксуат, 132/2",43.368845,76.952117,2.9,4026,966,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}}",турбаза
"У Михалыча, фазенда","улица Абдрахман ущелье, 1504а",43.296449,77.381985,4.7,1294,607,,"Базы отдыха, Аренда беседок, Рыболовные центры, Конные клубы","{'Fri': {'working_hours': [{'from': '09:30', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:30', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:30', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:30', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:30', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:30', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:30', 'to': '22:00'}]}}",турбаза
"Tal Resort, база отдыха","129-1 учетный квартал, 44",43.299829,77.26698,4.4,1182,604,,"Базы отдыха, Банкетные залы","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Red rhino, зона отдыха","улица Султангазина, 11/11",43.208168,76.993952,4.8,168,43,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '23:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'comment': 'по предварительной записи'}",турбаза
"Balyqty Bulaq, база отдыха","Мустафы Шокая улица, 345",43.247665,77.016693,4.2,1539,471,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '10:00', 'to': '21:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '21:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '21:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '21:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '21:00'}]}}",турбаза
"AulResort, комплекс семейного отдыха","Верхняя Каскеленская трасса, 36а",43.164908,76.587631,4.2,2240,971,,"Базы отдыха, Конные клубы","{'Fri': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'comment': 'SPA: пн-вс 9:00-20:00'}",турбаза
"Country Village Resort, комплекс семейного отдыха","улица Аксайское ущелье, 1",43.140438,76.799425,4.7,1508,829,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '01:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '01:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '01:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '01:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '01:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '01:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '01:00'}]}}",турбаза
"Tortuga, база отдыха","Первомайская промышленная зона, 302а",43.385159,76.914377,4.4,516,120,,"Базы отдыха, Спортивно-тактические клубы, Водные прогулки","{'Fri': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}}",турбаза
Талгарское форелевое хозяйство,"улица Абая, 1/1",43.273259,77.211456,4,2999,1039,,"Базы отдыха, Рыбные хозяйства","{'Fri': {'working_hours': [{'from': '09:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '24:00'}]}}",турбаза
"Мираж, база отдыха","Тохтибакеевых улица, 1а",43.623825,80.020633,4.1,743,230,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '08:00', 'to': '22:00'}]}}",турбаза
"Zvezdnaya, капсульный экоотель","Галамат микрорайон, 795",43.151893,76.875804,4.8,364,172,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Qazaq Auyl Hotel, экоотель","Керей-Жанибек хандар улица, 586а/9",43.161903,77.060454,4.7,344,100,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Sulu sai, центр отдыха","ущелье Ой-Карагай территория, 1660",43.230708,77.129475,4.4,779,297,,"Банкетные залы, Базы отдыха","{'Fri': {'working_hours': [{'from': '09:00', 'to': '23:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '23:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '23:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '23:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '23:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '23:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '23:00'}]}}",турбаза
"Я тут, база отдыха","улица Бокина, 3/1",43.290526,77.28435,4.7,651,231,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '19:00'}]}}",турбаза
"Первомайские пруды, парк активного отдыха","микрорайон Первомайские пруды, 11Б",43.395189,76.909694,4.2,1769,755,,"Базы отдыха, Аквапарки, Аренда беседок, Бани и сауны","{'Fri': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}}",турбаза
"Argymaq.02, база отдыха","улица Жетысу, 46а",43.357754,77.30906,4.7,505,189,,"Базы отдыха, Конные клубы","{'Fri': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}}",турбаза
